person_age,person_income,loan_amnt,loan_int_rate
22,42000,10000,10.99
22,42000,10000,6.92
23,70000,3500,5.42
26,42000,10000,6.54
22,42000,10000,6.17
22,42000,10000,13.98
22,36000,10000,11.36
25,70000,6300,10.37
25,42000,10000,10.99
24,42000,10000,7.88
25,42910,10000,18.25
25,70000,12000,10.37
25,70000,4000,6.92
26,70000,8000,10.0
26,43000,10000,14.65
22,70000,8000,13.35
23,70000,3525,6.91
24,43000,10000,5.79
25,43000,10000,7.66
24,43000,10000,9.63
21,70000,6000,5.42
23,43000,10000,9.25
24,43000,10000,13.16
22,70000,10000,10.36
24,70000,25000,9.62
22,70000,8000,5.79
22,44000,10000,10.65
22,70000,21000,8.88
25,70000,12000,5.79
24,44000,10000,7.49
23,70000,20000,6.17
25,44000,10000,12.68
26,70000,3200,9.25
22,44000,10000,15.95
21,44000,10000,14.74
23,44160,10000,14.27
23,44796,10000,11.48
26,64000,7000,15.95
21,45000,10000,6.62
25,45000,10000,12.69
22,45000,10000,10.65
25,70000,8000,7.88
24,45000,10000,6.62
24,64000,5000,7.88
26,70000,4000,13.98
22,45000,10000,9.91
24,70000,6000,7.88
25,70000,12000,7.51
23,45000,10000,6.62
26,70000,3500,14.35
23,70000,16000,14.35
22,70000,13750,10.75
22,45000,10000,7.51
23,39000,10000,11.99
23,70000,4400,6.76
26,70000,8000,14.84
22,70000,16000,16.32
23,70000,5000,11.12
25,70000,8000,11.12
25,45000,10000,12.98
21,70000,9800,7.14
22,70000,8400,7.88
24,70000,8000,15.95
23,70000,6000,7.51
23,39000,10000,15.2
24,45000,10000,6.54
24,70000,12000,11.36
26,70000,2500,10.99
22,45000,10000,7.51
24,45000,10000,7.51
26,70000,5000,9.88
22,39000,10000,16.07
22,70000,6000,7.14
25,70000,12000,14.59
26,70000,4500,7.51
22,45000,10000,17.93
21,45000,10000,10.25
24,70000,16000,10.62
24,70000,25000,10.62
24,70000,12000,17.56
24,70000,4800,11.36
24,45000,10000,13.11
25,70000,12800,13.11
22,70000,11000,11.36
24,70000,6000,7.88
25,45000,10000,12.87
24,39000,10000,14.11
25,45000,10000,11.89
26,70000,7000,7.88
25,70000,14000,10.25
23,70000,3000,7.51
23,70000,10000,10.99
26,45000,10000,14.11
24,70000,15000,12.18
25,70000,5000,8.59
23,23000,4325,11.11
23,48000,4325,5.42
25,23000,4300,11.86
24,30000,4300,9.63
22,70000,12000,12.53
23,108000,4300,11.83
23,30000,4275,11.86
22,27500,4250,10.99
25,70000,16000,12.18
24,35000,4250,6.99
24,70000,24250,12.18
22,50000,4250,12.69
23,70000,15000,11.14
26,70000,12000,8.94
26,48000,4225,9.83
22,70000,25000,15.31
22,70000,15000,13.92
22,45500,10000,5.99
26,70000,7000,14.26
24,39600,10000,10.36
24,70000,9000,11.83
24,70000,10000,7.74
22,45600,10000,14.61
23,45756,10000,7.29
26,70000,5400,12.53
26,70000,12000,11.26
22,70000,15000,11.26
23,70000,20000,12.21
23,70000,6000,13.16
22,70000,9600,15.37
22,46200,10000,7.29
24,46256,10000,11.48
23,46585,10000,13.57
23,70000,8400,8.0
22,70000,16000,16.63
22,70000,18000,14.42
21,30000,4200,6.92
25,30000,4200,12.23
24,70000,9000,9.63
22,30000,4200,15.31
24,70000,8950,11.89
25,31200,4200,8.9
22,31200,4200,13.57
26,34000,4200,16.82
24,70000,15000,11.46
26,34400,4200,8.9
24,70000,7500,8.32
22,29000,4200,6.62
21,29000,4200,15.62
24,35000,4200,10.37
21,36895,4200,9.32
26,64000,8000,12.17
25,36996,4200,11.11
24,38400,4200,6.76
21,40000,4200,7.51
25,40000,4200,9.63
24,70092,13950,11.14
23,41000,4200,14.54
23,70200,5000,7.14
24,42000,4200,7.9
25,70224,21000,13.22
23,70236,8700,13.47
22,36000,4200,9.91
25,36499,4200,10.99
22,70404,14075,14.74
24,47500,4200,8.9
23,70500,10500,13.92
26,48000,4200,6.92
23,70572,14500,5.99
22,70600,7450,13.06
26,55080,2500,7.66
26,70800,8500,6.54
26,70885,1000,6.39
24,55243,2900,9.62
26,53000,4200,14.22
25,71000,7200,6.62
23,55000,4200,9.91
23,71000,9600,7.51
25,65000,6000,8.9
26,71000,4400,5.42
23,71000,7500,9.99
22,71000,1500,15.23
23,54000,4200,10.99
26,71000,6000,15.62
24,71000,14000,10.99
23,61000,4200,6.03
23,71000,8500,5.79
23,62000,4200,5.42
25,63000,4200,14.22
24,71000,10000,10.36
24,71000,3500,11.49
26,65000,4200,7.29
23,60996,4200,15.58
22,55250,7400,14.84
26,69000,4200,6.62
24,71000,20000,11.36
22,71000,3200,7.4
22,72500,4200,11.71
21,30000,4150,6.76
23,100000,4150,10.65
25,22812,4125,14.54
23,20000,4100,13.49
22,30000,4100,14.26
23,71004,15000,13.47
22,38004,4100,11.49
23,42000,4100,7.88
26,71040,3000,5.79
26,71046,6500,10.99
22,48000,4100,11.99
26,57000,4100,10.59
22,71201,12000,11.71
26,70000,4075,5.42
24,14400,4050,6.91
26,50500,4050,7.88
25,71328,25000,14.96
25,82000,4050,9.99
23,25000,4025,9.91
24,54000,4025,6.76
24,71496,15000,15.95
26,71500,7500,10.99
21,12000,4000,10.65
25,71500,9250,12.53
24,12000,4000,13.8
21,71688,7500,13.17
26,71760,3000,19.91
26,46999,10000,10.99
26,47004,10000,15.05
24,72000,18000,7.9
21,48000,10000,6.03
23,72000,12000,16.29
23,48000,10000,15.62
22,48000,10000,13.49
25,72000,14000,12.42
25,42000,10000,13.8
24,72000,5000,6.03
22,72000,5000,12.69
25,42000,10000,14.91
23,48000,10000,7.29
23,72000,4200,12.42
25,72000,5000,6.03
21,48000,10000,5.79
23,48000,10000,9.25
23,72000,2400,12.69
23,42000,10000,15.58
24,72000,12000,6.03
26,72000,17000,10.65
24,56100,6000,11.71
22,72000,15000,7.9
25,72000,18000,20.89
25,48000,10000,11.86
25,72000,4800,10.65
24,48000,10000,14.22
24,72000,1000,15.23
24,72000,6000,7.49
26,72000,5000,8.49
26,48000,10000,8.94
21,72000,24000,7.49
26,48000,10000,12.21
23,48000,10000,12.84
22,42000,10000,16.32
23,72000,20000,7.49
23,48000,10000,13.79
23,66000,4000,15.62
23,56100,5650,10.99
22,48132,10000,11.71
25,72000,9000,15.62
23,42720,10000,16.89
22,48996,10000,12.87
22,43000,10000,16.77
22,72000,8400,5.42
24,49200,10000,13.49
24,72000,6000,13.49
24,43500,10000,13.62
24,72000,9000,7.49
26,49571,10000,13.11
26,72000,16000,10.59
22,49920,10000,11.14
24,72000,12000,5.42
24,72000,11200,7.29
22,50000,10000,11.71
26,72000,10500,15.28
23,50000,10000,7.51
25,72000,2100,7.66
25,72000,18000,7.66
24,72000,6000,16.77
23,50000,10000,9.91
25,72000,16000,17.14
21,50000,10000,11.71
21,50000,10000,6.03
24,50000,10000,7.51
24,50000,10000,14.27
22,72000,16000,10.37
24,50000,10000,11.71
26,50000,10000,8.49
21,50000,10000,6.99
24,50000,10000,7.49
22,50000,10000,12.99
25,50000,10000,7.49
22,50000,10000,10.99
22,50000,10000,13.99
24,72000,10000,12.98
22,72000,5000,6.54
21,72000,2000,6.54
22,72000,10800,6.91
24,72000,5000,9.25
25,44000,10000,15.65
22,72000,3500,5.42
23,50000,10000,9.63
23,50000,10000,6.92
23,72000,7000,6.17
23,72000,6000,6.17
24,72000,6000,9.99
26,50000,10000,6.91
24,56100,4900,15.95
23,72000,5000,11.86
25,72000,15000,7.88
23,72000,8700,6.76
23,72000,8000,13.61
23,72000,9000,6.76
22,50000,10000,6.17
23,72000,6400,7.51
24,72000,8000,7.88
22,44000,10000,15.58
22,50000,10000,7.88
24,72000,18000,11.86
22,72000,15000,16.32
25,50000,10000,16.82
23,72000,11875,10.38
22,50000,10000,7.88
22,50000,10000,13.57
22,72000,12000,14.84
25,72000,6000,7.14
23,50000,10000,8.94
26,50000,10000,10.95
25,50000,10000,10.95
22,50000,10000,9.32
25,72000,10000,14.96
23,50004,10000,6.17
25,72000,3200,6.39
22,72000,8000,16.45
22,50004,10000,12.21
24,50004,10000,13.79
23,56100,18000,14.22
22,44307,10000,11.36
25,50500,10000,13.85
24,72000,16000,10.25
22,45000,10000,15.96
22,72000,15000,10.25
24,72000,8200,7.88
26,45000,10000,11.86
24,51000,10000,11.83
23,72000,16000,7.4
26,72000,10000,7.74
24,51160,10000,10.75
25,72000,20000,11.83
24,72000,20000,13.57
23,51400,10000,10.65
22,51600,10000,9.51
25,72000,5000,12.18
26,51996,10000,13.23
24,52000,10000,9.91
24,52000,10000,12.42
25,72000,25000,11.89
24,72000,8000,12.21
22,52000,10000,11.71
24,52000,10000,11.99
23,46000,10000,13.43
26,66000,15000,14.42
25,52000,10000,6.91
25,52000,10000,5.79
22,72000,15000,11.58
26,72000,4000,9.32
23,52000,10000,6.54
24,52000,10000,7.88
22,72000,25000,9.83
24,72000,5000,13.93
23,46000,10000,12.61
23,46500,10000,14.26
22,72060,5500,11.71
22,53000,10000,9.99
21,53000,10000,7.51
21,53000,10000,10.62
24,72100,16000,10.25
26,53000,10000,8.59
22,72204,18000,12.53
21,72252,8000,6.99
25,53004,10000,9.32
24,47292,10000,16.32
22,53500,10000,9.99
23,56403,30000,16.49
24,72400,35000,13.99
24,72400,25000,17.99
25,72400,8000,17.39
24,72444,25000,10.74
21,47520,10000,15.33
22,54000,10000,6.62
26,54000,10000,7.9
22,48000,10000,17.99
22,72500,13200,7.29
23,66500,22000,8.88
24,54000,10000,13.35
25,54000,10000,11.46
26,54316,10000,11.86
24,54480,10000,11.89
26,72600,4500,7.74
24,54996,10000,12.99
25,48996,10000,14.54
23,54996,10000,7.51
24,72800,2300,10.62
25,66800,12000,9.63
24,72800,11200,13.79
25,72893,20000,13.22
25,72972,10000,12.99
26,72996,15000,10.38
22,55000,10000,15.27
22,73000,22000,15.96
25,49000,10000,6.62
26,73000,10625,6.03
25,73000,6500,6.03
23,55000,10000,10.59
22,73000,7000,7.49
22,73000,7000,10.59
22,73000,12000,16.89
24,73000,10000,11.99
25,55000,10000,5.42
23,55000,10000,10.59
23,55000,10000,10.37
22,55000,10000,10.37
22,73000,5000,7.49
22,73000,17000,11.99
24,73000,10000,7.49
23,55000,10000,5.79
24,55000,10000,5.42
24,56950,4500,10.0
24,73000,6500,5.42
23,73000,7000,10.74
22,49000,10000,16.45
25,73000,3500,13.23
25,73000,9000,11.86
26,73000,14400,13.61
26,55000,10000,8.59
24,73000,8000,13.23
24,55000,10000,8.94
26,67000,5000,16.45
24,55008,10000,14.93
25,55016,10000,13.16
24,56000,10000,6.03
23,73000,7500,13.22
24,73000,14400,8.94
24,56000,10000,12.21
26,67000,6500,14.11
23,56004,10000,11.83
25,56950,25000,10.91
25,73163,25000,16.45
23,73164,1000,10.36
26,57000,10000,7.9
25,57000,10000,14.27
21,67400,20000,17.74
26,73440,35000,9.91
24,73440,7000,6.99
23,67476,25000,13.49
22,51000,10000,5.42
23,73500,10000,6.92
23,57000,10000,11.48
26,57600,10000,6.62
23,57600,10000,15.58
21,57996,10000,9.25
23,57996,10000,13.23
24,67524,10000,9.99
24,73600,24000,11.36
22,58000,10000,6.54
23,67700,15000,14.11
23,58000,10000,7.88
24,73909,3900,5.99
23,58216,10000,7.49
22,58608,10000,7.51
26,52800,10000,12.8
25,59000,10000,14.17
25,74000,12000,6.03
26,74000,10000,6.62
21,74000,25000,12.69
26,74000,1200,12.69
22,74000,2500,6.62
21,74000,15000,11.99
22,74000,4000,6.99
24,59600,10000,5.99
25,74000,16000,8.49
26,74000,4475,9.99
23,74000,15000,15.99
25,60000,10000,9.91
22,74000,10000,7.88
22,60000,10000,11.71
26,74000,3000,6.76
25,74000,10000,14.59
26,60000,10000,14.27
26,74000,1200,13.22
24,60000,10000,16.89
23,74000,20000,11.48
26,60000,10000,13.49
23,74000,12000,11.58
24,60000,10000,7.49
25,54000,10000,15.23
24,74000,5000,12.21
24,54000,10000,10.37
22,74004,3000,6.54
24,74004,5000,14.09
24,60000,10000,6.54
21,68100,17500,17.19
23,74196,17000,11.26
22,54000,10000,15.95
22,74263,11500,9.99
23,54000,10000,17.93
26,74400,15000,6.54
22,68400,10000,15.95
22,74500,8000,15.96
23,60000,10000,7.14
23,68500,9800,14.84
25,60000,10000,7.14
26,74500,8000,9.88
23,60000,10000,9.88
24,60000,10000,12.73
26,68551,4000,14.22
22,60000,10000,11.14
21,60000,10000,12.18
25,58313,5300,19.91
25,74678,4000,10.62
24,74700,12000,5.42
24,74700,19750,11.12
23,74758,11050,10.37
21,60000,10000,12.18
23,54000,10000,14.42
21,74880,8500,7.14
24,74900,18300,10.99
24,74900,3500,6.39
24,54000,10000,14.11
22,54000,10000,13.79
24,60000,10000,9.32
23,75000,31825,7.9
23,54000,10000,14.11
25,60000,10000,12.09
22,54000,10000,13.36
23,54000,10000,13.67
25,75000,4800,15.27
23,75000,24000,7.9
23,75000,5400,12.69
24,60629,10000,7.51
26,75000,5000,9.91
22,61500,10000,14.22
23,62000,10000,13.49
23,75000,10200,6.03
23,62000,10000,14.27
26,56000,10000,12.69
26,75000,6500,8.9
22,69000,15000,10.65
26,75000,10000,13.49
22,43200,4000,11.11
23,75000,5000,14.65
24,44000,4000,8.7
23,75000,12000,9.91
24,75000,11125,13.49
25,75000,8000,16.29
22,44700,4000,13.99
22,45000,4000,7.9
21,45000,4000,7.9
25,75000,24000,9.91
22,75000,14950,9.91
24,75000,16000,12.42
22,75000,15000,14.27
21,45000,4000,12.87
25,45000,4000,13.8
22,45000,4000,12.98
26,69000,14400,10.65
23,45000,4000,16.32
24,75000,7000,7.9
24,45000,4000,13.23
23,75000,14400,6.03
23,75000,14000,10.65
23,45000,4000,14.96
25,39000,4000,17.74
24,75000,8000,16.29
26,75000,9250,12.69
24,45000,4000,11.83
23,75000,21000,12.42
25,75000,12000,13.49
26,45000,4000,12.21
24,75000,15000,6.03
23,75000,12000,7.51
22,75000,14825,12.69
24,62000,10000,13.49
22,75000,8150,7.51
23,62000,10000,8.94
23,75000,16100,7.9
22,69000,17000,15.27
26,62000,10000,11.26
24,75000,16000,6.62
22,62364,10000,10.99
25,62366,10000,8.94
23,75000,5000,6.03
23,62400,10000,12.87
25,69000,4500,14.65
24,75000,12000,13.49
22,75000,28000,15.62
26,75000,15000,8.49
26,75000,7000,10.59
21,75000,7125,9.99
26,75000,7200,15.23
24,75000,8500,6.99
25,75000,11000,8.49
23,75000,4200,7.49
26,75000,6375,5.99
25,75000,15000,9.99
21,75000,14125,10.99
26,75000,4000,12.99
23,75000,7000,8.49
26,75000,12500,5.99
25,64800,10000,7.88
23,75000,5000,8.49
26,69000,6200,15.99
22,69000,10000,15.62
24,75000,11200,13.99
22,75000,11000,5.42
24,65000,10000,12.42
26,75000,7000,6.99
26,65000,10000,14.27
23,65000,10000,11.49
24,75000,8000,15.23
21,65000,10000,9.99
26,65000,10000,7.66
21,75000,9000,5.99
24,65000,10000,15.65
22,65000,10000,10.0
26,75000,13000,6.99
26,75000,3500,12.99
24,75000,7000,11.99
23,65000,10000,5.79
23,59000,10000,15.58
22,65000,10000,9.88
22,75000,9000,6.99
23,75000,4950,10.99
26,75000,10000,7.49
24,75000,19000,11.99
24,65000,10000,10.25
26,75000,29700,12.99
25,65000,10000,10.95
25,75000,1000,9.99
25,65000,10000,13.79
21,65000,10000,13.47
22,65000,10000,9.45
23,65488,10000,11.86
22,65496,10000,11.11
24,75000,3000,5.42
24,75000,12000,5.99
26,65520,10000,7.51
25,65900,10000,8.49
26,75000,5000,7.66
23,66000,10000,9.32
26,75000,12000,6.92
23,75000,10000,6.92
25,75000,10000,10.74
25,67000,10000,13.92
25,69000,15000,14.54
23,75000,12000,6.92
24,75000,12000,6.92
24,75000,3000,11.11
22,75000,10600,5.79
24,67000,10000,9.64
21,75000,5400,7.29
24,67600,10000,16.02
24,68000,10000,6.99
24,68000,10000,16.02
25,75000,12000,7.29
24,75000,25000,19.74
22,75000,9000,5.79
25,68000,10000,14.26
26,68000,10000,15.05
21,68400,10000,11.11
23,75000,10200,12.68
22,62496,10000,11.89
24,68750,10000,6.17
26,63000,10000,16.4
25,75000,6000,6.92
24,69600,10000,8.38
22,64000,10000,12.69
23,75000,12000,9.62
23,75000,6400,5.42
24,70000,10000,11.71
21,75000,8550,6.91
22,70000,10000,12.69
26,58650,14000,6.17
24,75000,12000,12.61
24,75000,6675,6.54
22,70000,10000,6.03
25,58650,5200,6.54
26,75000,4000,5.79
26,64000,10000,16.4
24,75000,11500,5.42
25,75000,20000,14.09
24,70000,10000,7.29
24,69000,25000,15.57
25,75000,1500,6.54
26,75000,9600,5.42
25,75000,9600,5.42
26,75000,15350,6.17
23,70000,10000,9.99
23,75000,8000,6.17
22,75000,25000,9.25
24,70000,10000,16.45
23,75000,7100,9.25
22,75000,18000,5.79
22,75000,19800,15.57
24,70000,10000,9.88
25,70000,10000,10.95
23,70000,10000,9.63
24,70000,10000,12.41
26,70000,10000,9.45
22,70800,10000,12.61
25,75000,3000,7.51
22,71000,10000,7.29
23,71496,10000,7.51
22,75000,9000,7.14
24,75000,12000,11.86
26,65600,10000,13.55
23,75000,15000,10.38
22,72000,10000,17.27
23,75000,5000,11.12
22,58650,9250,15.21
24,75000,1200,11.49
22,75000,15000,13.61
23,72000,10000,10.59
23,75000,17000,11.12
22,75000,16000,13.61
25,72000,10000,10.37
23,72000,10000,6.91
24,75000,5500,11.86
25,75000,12000,11.49
26,72000,10000,5.79
24,75000,15000,7.51
23,72000,10000,13.85
25,72345,10000,12.99
22,66500,10000,14.11
26,72500,10000,9.96
23,72858,10000,11.48
25,73000,10000,11.71
26,73000,10000,7.29
25,73000,10000,7.88
26,75000,6000,14.96
23,75000,6000,10.99
24,75000,25000,10.99
23,69000,15000,14.96
24,73000,10000,11.26
21,75000,20000,13.11
25,75000,20000,10.62
26,75000,10000,7.88
24,58650,10000,18.25
24,75000,10000,6.62
25,75000,8000,7.51
24,75000,10000,9.91
24,75000,5000,6.76
23,75000,11000,13.85
25,75000,5600,10.62
22,75000,10000,7.51
23,75000,12500,15.33
24,75000,8500,11.36
23,75000,10000,11.49
26,75000,21000,11.48
23,58650,5000,8.59
26,75000,10000,7.49
23,75000,8000,7.05
25,75000,10000,7.49
23,75000,20400,7.74
22,75000,24000,11.83
23,75000,5400,8.94
24,69000,10000,17.14
25,75000,8500,13.22
23,75000,4900,7.74
24,75000,9600,8.94
24,75000,12000,14.26
23,75000,8000,8.59
26,75000,10000,6.17
22,75000,10000,5.79
25,69000,10000,14.09
24,75000,25000,11.83
22,75000,10000,6.54
23,75000,7600,8.59
26,75000,10000,15.58
22,75000,5000,7.74
23,75000,10000,11.86
26,75000,10000,11.14
24,75000,2000,8.94
23,75000,10000,9.63
22,75000,6000,7.74
22,58650,25000,14.96
24,75000,16500,12.18
22,75000,10000,11.26
26,75000,8000,13.92
23,75000,10000,13.47
23,76000,10000,15.37
26,75000,10000,8.94
26,76250,10000,10.71
24,75000,9000,8.59
22,78000,10000,12.42
21,78000,10000,5.99
23,78000,10000,5.79
23,78204,10000,7.49
26,78513,10000,8.94
24,75000,10000,11.26
24,75000,15000,11.58
26,75000,3000,9.63
25,75000,6000,9.63
25,75000,15000,9.63
22,75000,5600,8.0
22,79000,10000,7.88
22,74000,10000,7.51
23,75000,3200,8.0
22,80000,10000,14.27
23,75000,3000,14.11
23,75000,16800,13.47
25,75000,5000,13.79
23,80000,10000,8.49
22,75000,8000,12.21
22,80000,10000,8.49
24,75000,15000,12.21
26,80000,10000,8.49
25,80000,10000,10.37
24,74000,10000,14.54
25,80000,10000,11.12
22,75000,4800,8.0
26,80000,10000,12.73
23,75000,15000,11.14
24,69000,4900,10.96
25,75000,7500,12.61
23,75000,6000,8.0
25,74000,10000,18.43
24,80000,10000,11.14
23,75000,19600,15.13
25,75000,10000,11.34
24,80004,10000,6.62
24,80004,10000,7.9
25,80004,10000,9.62
23,69000,2500,9.64
23,75000,12000,12.49
23,80038,10000,10.59
25,75181,6000,7.51
24,75200,6500,7.14
24,75360,7000,7.49
26,81996,10000,7.29
24,82632,10000,12.21
25,75500,7000,11.36
23,82650,10000,12.21
26,75555,10000,10.39
24,82800,10000,10.59
22,75600,10675,6.62
24,75600,7200,5.99
25,75600,15000,12.68
23,83000,10000,6.54
22,83200,10000,16.29
25,75600,14500,9.63
23,75689,25000,11.12
24,75744,15000,10.38
22,75744,6700,11.83
25,84000,10000,13.49
23,84000,10000,5.99
23,84000,10000,7.49
26,75873,1200,10.25
23,75885,3000,11.03
25,75912,22400,9.99
25,75996,10000,11.99
26,59497,7000,17.88
23,75996,15000,10.62
25,75996,9000,7.74
26,75996,8000,11.83
23,78996,10000,13.99
24,84996,10000,15.21
21,76000,14000,12.69
23,76000,3600,10.65
24,76000,6000,8.9
24,76000,12000,6.03
22,73000,10000,18.25
24,76000,13500,8.49
24,76000,13500,9.99
26,76000,5425,8.49
22,76000,24000,10.99
22,85000,10000,7.66
22,76000,15000,10.99
24,76000,20050,10.59
24,85000,10000,10.37
23,85000,10000,6.17
24,85000,10000,13.72
25,76000,14000,7.66
25,76000,6000,12.98
25,76000,20000,6.54
24,85000,10000,16.0
23,73000,10000,14.11
23,85000,10000,11.89
26,86000,10000,13.49
22,87000,10000,11.26
23,76000,18000,10.99
24,75996,10000,16.0
26,88000,10000,12.69
23,59500,20000,11.83
22,70000,25000,13.79
23,90000,10000,12.69
25,70000,15000,13.16
26,76160,7400,7.51
25,90000,10000,12.42
25,90000,10000,7.49
22,76296,18000,7.88
25,76300,3000,11.86
23,90000,10000,7.49
22,59813,20000,17.74
26,90000,10000,7.49
26,76486,6000,7.9
26,70500,14500,7.49
21,78000,10000,15.57
23,76500,4800,7.51
23,90000,10000,7.51
26,76596,24000,12.73
24,90000,10000,11.89
25,76700,14800,19.42
23,91000,10000,10.2
22,76800,6000,6.62
22,76800,12000,8.9
26,76800,12800,6.92
25,76800,6500,5.79
21,76800,8000,14.96
23,76800,10000,9.63
23,92000,10000,11.71
23,76896,25000,11.71
24,77000,12000,12.42
26,92652,10000,13.23
25,77000,12000,7.9
22,77000,12400,7.51
23,93000,10000,14.26
25,77000,9000,6.03
24,94000,10000,18.64
26,71000,6000,15.62
23,77000,3500,5.99
25,77000,3000,7.49
24,77000,4000,11.99
22,60350,35000,16.89
23,94000,10000,9.45
24,77000,3850,11.11
25,70550,10000,16.77
23,95000,10000,6.17
25,44966,10025,5.42
23,65400,10075,13.98
26,29136,10100,13.55
22,71000,3200,10.25
23,77000,10000,7.88
24,70000,10125,14.65
25,77000,8000,15.33
22,77000,21000,11.48
23,69000,10150,11.99
24,77000,14000,8.94
20,77000,6000,8.0
26,77000,5400,13.04
24,71000,5000,10.39
23,71000,20000,15.13
26,77004,6000,11.99
25,77004,15000,9.63
23,77004,12000,5.79
24,42000,10200,7.49
23,77004,6000,7.88
24,71004,5000,14.96
25,71004,2400,17.04
25,77004,16000,13.92
20,77052,24250,11.36
25,77078,3425,12.18
22,50004,10200,15.21
23,55000,10200,12.73
22,77237,5875,6.17
24,77237,15000,6.17
22,90000,10200,11.71
24,77350,4800,13.79
24,100000,10200,12.99
24,22000,11000,7.51
26,27000,11000,8.9
23,27000,11000,8.59
22,27300,11000,11.48
21,29000,11000,13.49
21,29004,11000,14.22
23,29472,11000,13.49
25,30720,11000,13.72
26,77604,6800,13.06
23,32000,11000,9.91
25,32000,11000,7.66
23,77705,4000,16.77
23,33000,11000,7.66
23,77927,15000,12.99
23,33600,11000,15.65
25,29000,11000,8.49
23,78000,2400,12.42
24,72000,14000,14.65
25,72000,10000,14.27
24,29000,11000,15.05
24,78000,4500,12.69
23,57000,11050,14.74
23,78000,10000,6.62
25,78000,8000,7.9
22,30000,11100,6.62
23,78000,5000,11.71
26,78000,7200,6.62
24,78000,5000,6.62
24,78000,8500,7.51
22,78000,1750,10.65
22,72000,8500,15.96
22,32244,11100,12.21
25,45000,11100,13.11
23,78000,15000,8.49
26,78000,3000,11.49
26,78000,8325,6.99
23,78000,6000,12.99
21,40000,12000,8.9
22,26000,11200,16.89
24,30852,11200,5.79
23,78000,4200,13.06
24,78000,20000,10.37
25,78000,8000,5.79
22,40000,5000,16.29
23,78000,4600,7.66
24,78000,3600,5.42
23,78000,12400,7.29
26,78000,12000,13.43
25,30840,11200,17.27
22,40000,11200,7.88
24,41600,11200,10.62
22,78000,12000,6.54
21,42000,11200,16.77
25,78000,10000,5.79
23,78000,6000,6.91
26,78000,1750,10.36
23,45000,11200,10.59
25,78000,14000,7.51
23,72000,12000,13.61
24,45000,11200,12.04
26,78000,2400,14.72
22,78000,15000,7.88
23,78000,25000,15.58
25,78000,2400,11.86
24,78000,9800,10.99
23,78000,1000,9.88
24,50000,11200,13.85
23,78000,6150,7.88
23,54000,11200,13.99
22,78000,18000,10.99
22,78000,7750,7.51
22,78000,16000,16.45
22,78000,16000,16.45
24,78000,14500,7.51
23,60000,11200,10.78
24,78000,25000,12.18
24,61000,11200,9.99
22,61200,11200,6.62
22,78000,4000,7.74
25,78000,14200,11.48
22,57800,11200,13.16
24,78000,8000,13.22
23,78000,16000,11.89
22,78000,9600,10.95
25,61200,20000,14.74
25,68000,11200,11.99
24,71000,11200,11.36
24,61200,13500,10.83
25,72000,11200,10.36
25,78000,25000,9.64
26,78402,11200,11.71
25,78200,6000,6.54
25,82000,11200,5.42
23,61455,15000,16.82
24,78386,4000,5.42
22,78400,5000,17.49
24,78400,17400,13.48
26,100016,11200,13.98
22,78413,17500,10.65
26,78420,8000,11.49
24,78500,6000,7.49
23,78500,7200,7.49
25,72500,16000,15.28
23,78500,4800,7.14
24,110000,11200,7.49
25,78500,16000,7.88
24,180000,11200,5.79
25,45000,11250,9.38
22,72644,5900,7.49
26,61754,10000,14.83
